key	generate	localised_description	localised_title	ui_icon	ui_image	prioritized
dk_foreign_intrigue	true	A foreign noble appears before you. On his knees, with a woeful look on his face, he asks for your protection. His uncle usurped the man's rightful place after his father has passed, and wishes to murder him and marry his sister away in order to consolidate his claim. Would you like to help the man or try to strengthen your ties with his uncle, who is already in power. What will you do?	A Foreign Intrigue	rom_event_document.png	rom_male_agent_wounded.png	true
dk_foreign_ship	true	Our fishermen have sighted a foreign ship at the port. Its captain claims to be a merchant from a distant land sent to trade with us, but he refuses to name his home port. Should we consider his offer? He could be an enemy!	Distant Shores	rom_event_document.png	dk_great_river.png	true
dk_gift	true	A travelling merchant has returned to us from the desert, bringing exotic furs from distant lands as a tribute for you. Naturally, they are fit for a king. What should you do with them?	Fit for a King	rom_event_document.png	dk_sand_storm.png	true
dk_glorious_past	true	In recent years, our civilisation has begun to sink into the desert sands, our glorious past almost forgotten. A young man who came to the capital from the border regions is apparently seeking to change things. He speaks of our origins, rekindling pride amongst the people, but his words are making our current ruler appear weak...	The Glorious Past	rom_event_document.png	dk_sand_storm.png	true
dk_kush_gods_A	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Amun or Apademak	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_B	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Osiris or Isis	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_C	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Ma'at or Seth	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_D	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Horus or Seth	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_E	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Arensnuphis or Sebiumeker	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_F	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Thoth or Khonsu	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_G	false	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Amun or Osiris	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_gods_initial	true	Oh, glorious leader, the time has finally come! Two of the divine are listening... Whom should we seek to appease the most this year?	Amun or Horus	rom_event_document.png	dk_egyptian_gods.png	true
dk_kush_nile	true	Over the next few years the Nile is expected to flood much more than usual. This is a nice opportunity to develop our agricultural technology, but first we must prepare the land around the valley. What should we do?	Flooding of the Nile	rom_event_document.png	dk_great_river.png	true
dk_kush_priests_suicide	true	"Our lands have fallen into disarray! The current king has strayed from the path of Ma'at and must commit suicide!"\n\n This cataclysmic pronouncement was made by the high priest himself, from atop Jebel Barkal, the holy mountain. His voice, as if carried by Shu - the wind god - himself, has reached every person among the multitudes gathered below. Ma'at is the principle of righteousness to whose will even monarchs are required to obey. What should happen next?	Unworthy of Ma'at!	rom_event_document.png	dk_kush_priests.png	true
dk_kush_pyramid_noble	true	A noble from another house has recently passed away. His family ask us to build a pyramid for him, so he may undertake the journey to the underworld safely. What should we do?	A Home for the Afterlife	rom_event_document.png	dk_kush_funeral.png	true
dk_kush_pyramid_warrior	true	One of our greatest warriors has fallen in battle. Although he was not of noble birth our troops demand we build a proper pyramid for him, so that he may reach the afterlife. Should we venerate his achievements by granting him a noble's funeral?	A Home for the Afterlife	rom_event_document.png	dk_kush_funeral.png	true
dk_locusts	true	A large swarm of locusts seems to be headed towards the arable land of this province. What should we do? The wrong choice could lead to famine!	Locusts	rom_event_document.png	dk_incense_trade.png	true
dk_lost_caravan	true	One of our trade caravans has disappeared in the desert - probably attacked by bandits or lost in a sandstorm. What should we do? 	Lost Caravan	rom_event_document.png	dk_sand_storm.png	true
dk_mercernaries	true	A mercenary leader has appeared before you, offering the services of his warhost in exchange for a considerable sum. Will you accept his offer?	Spears for Hire	rom_event_document.png	dk_numidia_nomads.png	true
dk_merchants_plea	true	Foreign merchants that visit our markets, and who trade in the most exotic of merchandise and spices, have come before you with a complaint. They claim that this year your agents have increased the tariffs and are extorting them!	Merchants' Plea	rom_event_document.png	dk_exotic_market.png	true
dk_monster	true	Local fishermen were attacked by a some kind of be-tentacled sea monster while taking their catch to shore! Apparently, the terrible creature, bigger than a house, killed and ate everyone it came into contact with! As you might expect, the others are now afraid to go out on the water.	River Monster!	rom_event_document.png	dk_great_river.png	true
dk_numidia_dreams	true	During an evening gathering around the campfire, one of your generals announces that he slept in his ancestor's burial mound and a dream of a majestic stallion running to the south. What is the meaning of this vision?	Prophetic Dreams	rom_event_document.png	dk_numidia_divination.png	true
dk_numidia_migration	true	The migration season is almost upon us and we must prepare this province; supplies, horses and carts are always low in number and high in demand. Which group should we focus on?	Migration	rom_event_document.png	dk_numidia_nomads.png	true
dk_numidia_raid	true	Carthage is filled with riches and their envoys have been very generous... but we can have more... One of our younger warriors proposes to raid the great city's outskirts while their mercenary army campaigns elsewhere. Skilled subversion of the truth will enable us to avoid war - the raiding action can be blamed on other desert tribes. Then again, if we do this, Carthage and other such pompous states may trust us a little less. Should we pass on this opportunity?	Raid on Carthage	rom_event_document.png	dk_numidia_envoy.png	true
dk_numidia_tribute_carthage	true	An envoy from Carthage has appeared before the tribal council, bringing with him a hefty tribute. It seems they fear our might so much they are willing to part with their precious silver in exchange for our continued protection and friendship. These people are fools - our war chiefs watch with contempt!	Carthage Tribute	rom_event_document.png	dk_numidia_envoy.png	true
dk_numidia_tribute_rome	true	Rome has sent a delegation, no doubt bringing tributes of valuable silver. Finally! Our patience was starting to wear thin but the cravens now try to grease our palms. They would much prefer we unleash our riders against Carthage. So be it!	Rome Tribute	rom_event_document.png	dk_numidia_envoy.png	true
dk_prosperity	true	Under your great rule our people have prospered. The coffers are overflowing and it's time to celebrate! Who should we invite to our feast?	Prosperity	rom_event_document.png	dk_incense_trade.png	true
dk_refugees	true	A tribe from distant lands have asked for your permission to settle within this province. They bring foreign culture and new ways. What will be your decision?	Refugees	rom_event_document.png	dk_numidia_nomads.png	true
dk_sand_storm	true	A sand storm has ravaged the land. Several families were expected to arrive from the east a few days ago, but there is so far no trace of them. Our people are both losing hope that they will see their relatives again and in the power of the gods to protect them.	Sandstorm	rom_event_document.png	dk_sand_storm.png	true
dk_shipwreck	true	Fishermen have found a shipwreck at the firth of the great river. The cargo is full of spices and expensive leathers and, understanding the position they are in, they have sent a portion of the treasure as a tribute to you.	Shipwreck	rom_event_document.png	dk_great_river.png	true
dk_slavers_ship	true	The guards at the port have detained a foreign ship. The captain, who claimed to have docked to stock up on frankincense, had only bought food and fresh water. The port guards investigated his story and found his ship filled with young women in chains. The captain and his crew tried to flee but were quickly captured by our able guards. The people have already heard the story and are howling in the streets for the crew's blood. What are we to do with such filth?	Slavers' Ship	rom_event_document.png	dk_great_river.png	true
dk_survivors	true	Refugees from a tribe not previously encountered have crossed the desert and arrived at our territory. Their homeland has been devastated and their fate is now in your hands.	Survivors	rom_event_document.png	dk_numidia_nomads.png	true
dk_suspicious_merchant	true	A foreign merchant has arrived at this province, buying unusually large quantities of our produce. He claims the crops were bad last season and his town is suffering from famine. His purchases can’t be bad for the local traders but he may seek to rival our exports. Should he be allowed to continue buying?	Suspicious Merchant	rom_event_document.png	dk_exotic_market.png	true
dk_tools	true	The construction of one of our canals has stopped due to an insufficient number of quality implements with which to carry out the work. The engineers are worried the job will now not be completed in time and the river will overflow.	Construction Halted	rom_event_document.png	dk_saba_canals.png	true
dk_unhappy_workers	true	Some of the artisans on our construction sites seem unhappy. They want better wages and rations for their work! Have you ever heard of such a thing?	Unhappy Workers	rom_event_document.png	dk_saba_canals.png	true
eas_abundant_fish	true	The gods gift us an abundance of fish from the ocean. The fishermen rejoice, but what should be done with this bounty? 	Abundant Fish 	rom_event_document.png	east_civ_up.png	false
eas_agrarian_agitator	true	An ambitious politician plans to cause mischief at your expense. He wishes you to deal with debts accrued by some local farmers and has a large amount of support from the people.  	Agrarian Agitator	rom_event_document.png	rom_generic.png	false
eas_blockade_bites	true	This settlement is blockaded due to a local struggle. The leading civic figures plead for aid, and help against their oppressors.   	The Blockade Bites 	rom_event_document.png	east_blockaded.png	false
eas_border_dispute	true	Some merchants are in a trade dispute with our neighbours, slowing down the passage of trade goods and income. Something must be done to return commerce to the area, but just what is the best action to take? 	Border Dispute 	rom_event_document.png	east_diplomacy.png	false
eas_corrupt_governor	true	The governor of this region is dipping his hand into too many jars, taking far too much from the local populace. 	Corrupt Governor   	rom_event_document.png	east_politics.png	false
eas_hostile_dispute	true	The streets are alive with prattle at your expense. Your cousin has been involved in an aggressive argument in a public space. The street entertainers are already mocking you.	Hostile Dispute	rom_event_document.png	rom_generic.png	false
eas_hostile_governor	true	The local governor is hostile to your aims. He proclaims loudly to his peers and any who will listen that you know not what you do and he should be in charge of the Legions. 	Hostile Governor	rom_event_document.png	rom_generic.png	false
eas_looting	true	We hail from civilised lands; our soldiers are not barbarians! And yet, this so-called army show us to be worse than goat-herders! They loot and pillage across the countryside, something must be done! 	Looting	rom_event_document.png	agent_raid.png	false
eas_migrating_people	true	There is unrest in the world. Events beyond our borders have driven a great many people to migrate here, but the land can only sustain so many. 	Migrating Peoples 	rom_event_document.png	east_settlement_lost.png	false
eas_noble_greed	true	The armies are on expedition, expanding the empire's borders. A few opportunist nobles are taking advantage, buying up large tranches of land, leaving none for the soldiers returning from campaign. 	Noble Greed 	rom_event_document.png	east_politics.png	false
eas_on_the_edge	true	Far from the capital, local governors get rebellious ideas far above their stations; that they would make great kings or powerful warlords. It is the lure of independence…  	On the Edge 	rom_event_document.png	east_diplomacy.png	false
eas_riots	true	Tax is necessary – it's a shame the public don't always agree. Hence the rioting in this region, but what should be done with the ungrateful rabble? 	Riots 	rom_event_document.png	east_revolt.png	false
eas_secret_meetings	true	There are rumours abound that in the shadows and forgotten places your political rivals are meeting. Who knows what is being discussed in these secret conclaves? Let us hope it is not you... 	Secret Meetings	rom_event_document.png	rom_generic.png	false
eas_signs_against_us	true	The army is deep in foreign territory, but this is no conquest. They have seen many bad omens, making them anxious, but are the gods actually displeased?  	The Signs are Against Us 	rom_event_document.png	attrition_desert.png	false
eas_slavedriver	true	A local landowner has gained a dubious reputation by treating his slaves harshly to get the most out of them. Owners can use their slaves as they wish, but nothing good can come of continual mistreatment.  	Slavedriver  	rom_event_document.png	agent_rally_slaves.png	false
eas_temple_sacrilege	true	Some fool has been caught defacing the temple of Jupiter. Such matters should not be taken lightly.	Temple Sacrilege	rom_event_document.png	rom_generic.png	false
eas_useless_bureauracy	true	Politicians are an egotistical lot. Although elected to their positions, they exist nominally to serve the province. Instead, this lot like to debate, to hear themselves talk, and so nothing is getting done.	Useless Bureaucracy  	rom_event_document.png	east_politics.png	false
eas_young_challenger	true	Politicians and the public have both become enamoured by a great young orator, he is obviously ambitious and is gaining the favour of the rabble. Although he has yet to disparage you, he hasn't supported your endeavours either.  	Young Challenger	rom_event_document.png	rom_generic.png	false
female_leader_agriculture_barb	false	This woman has proven herself quite capable of organising labour in her family's large household; she is stern but effective, and their farms are prospering. We could employ her to help plan our agricultural developments. Alternatively, we could delegate that issue to the clan leaders, and perhaps gain their favour?	Hearth-keeper	rom_event_document.png	barb_female_civil.png	true
female_leader_agriculture_barb_root	true	This woman has proven herself quite capable of organising labour in her family's large household; she is stern but effective, and their farms are prospering. We could employ her to help plan our agricultural developments. Alternatively, we could delegate that issue to the clan leaders, and perhaps gain their favour?	Hearth-keeper	rom_event_document.png	barb_female_civil.png	true
female_leader_agriculture_desert	false	A girl, cast out from her tribe, has become a hunter of some renown. Having survived the desert for years on her own, she must know how the land lies better than anyone. We could use her knowledge of the terrain to help our scouts prepare our border defences. The elders of her tribe will certainly oppose it, but the decision is not theirs to make!	The Outcast	rom_event_document.png	desert_female_civil.png	true
female_leader_agriculture_desert_root	true	A girl, cast out from her tribe, has become a hunter of some renown. Having survived the desert for years on her own, she must know how the land lies better than anyone. We could use her knowledge of the terrain to help our scouts prepare our border defences. The elders of her tribe will certainly oppose it, but the decision is not theirs to make!	The Outcast	rom_event_document.png	desert_female_civil.png	true
female_leader_agriculture_east	false	This woman has proven herself quite capable of organising labour in her family's large household; she is a merciful mistress and their slaves thrive under her watch. We could employ her to help plan our agricultural developments. Alternatively, we could extend that privelege to the provincial governors, securing their obedience in the process.	Merciful Mistress	rom_event_document.png	east_female_civil.png	true
female_leader_agriculture_east_root	true	This woman has proven herself quite capable of organising labour in her family's large household; she is a merciful mistress and their slaves thrive under her watch. We could employ her to help plan our agricultural developments. Alternatively, we could extend that privelege to the provincial governors, securing their obedience in the process.	Merciful Mistress	rom_event_document.png	east_female_civil.png	true
female_leader_agriculture_greek	false	This woman has proven herself quite capable of organising labour in her family's large household; she is ambitious and tolerates no idle hands, and produces the finest olive oil. We could  employ her to help plan our agricultural developments. Alternatively, we could delegate that issue to the other noble families, and perhaps gain their favour?	Kyria	rom_event_document.png	Rom_greek_female_matron.png	true
female_leader_agriculture_rom	false	This woman has proven herself quite capable of organising labour in her family's large household; she is ambitious and tolerates no idle hands, and produces the finest olive oil. We could  employ her to help plan our agricultural developments. Alternatively, we could delegate that issue to the other noble families, and perhaps gain their favour?	Domina	rom_event_document.png	Rom_greek_female_matron.png	true
female_leader_cavalry_barb	false	No one rides a horse quite like this one; her bravery when fighting on horseback has already become the stuff of legend. We could give her command over the cavalry, but this will arouse animosity between her clan and their rivals. What is your command?	The Outrider	rom_event_document.png	barb_female_general.png	true
female_leader_cavalry_desert	false	No one rides a horse quite like this one; her bravery when fighting on horseback has already become the stuff of legend. We could give her command over the cavalry, but this will arouse animosity between her clan and their rivals. What is your command?	The Outrider	rom_event_document.png	desert_female_civil.png	true
female_leader_cavalry_egypt	false	No one handles a horse quite like this one; her bravery when fighting on horseback or chariot has already become the stuff of legend. We could give her command over the cavalry, but this will arouse animosity between her supporters and their rivals. What is your command?	The Outrider	rom_event_document.png	egypt_female_general.png	true
female_leader_daughter_barb	false	One of the clan chiefs has a daughter who has proved herself useful in mediating and settling men's quarrels. You could hire her as one of your advisors on such matters. There are those among the tribal council, however, who openly oppose her and would be pleased to have her stay out of their way. What will you do?	Chief's Daughter	rom_event_document.png	barb_female_civil.png	true
female_leader_daughter_desert	false	One of the clan chiefs has a daughter who has proved herself useful in mediating and settling men's quarrels. You could hire her as one of your advisors on such matters. There are those among the tribal council, however, who openly oppose her and would be pleased to have her stay out of their way. What will you do?	Chief's Daughter	rom_event_document.png	desert_female_civil.png	true
female_leader_daughter_east	false	One of your distant cousins has sent you gift – a concubine. Rumour has it, she is an inconvenient relative who needed to be spirited away to avoid scandal or shame. Over time, the woman has won your favour. She seems to possess a fine understanding of human nature and speaks on behalf of the common people. Her grace and kindness impresses you. She could become your advisor on such things, helping you become adored by your people. Your cousin, however, would rather have her remain merely one of the Shah’s distractions…	Favourite Concubine	rom_event_document.png	east_female_civil.png	true
female_leader_daughter_greek	false	One of the nobles has a daughter who has proved herself useful as a mediator between the nobility and the common people. You could hire her as one of your advisors on these matters. However, there are those among the council who openly oppose her and would be happier if the woman stayed out of politics. What will you do?	Aristocrat's Daughter	rom_event_document.png	greek_female_civil.png	true
female_leader_daughter_rom	false	One of the nobles has a daughter who has proved herself useful as a mediator between the patricians and the common plebeians. You could hire her as one of your advisors on these matters. However, there are those in the Senate who openly oppose her and would be happier if the woman stayed out of politics. What will you do?	Tribune's Daughter	rom_event_document.png	rom_female_civil.png	true
female_leader_daughter_rom_root	true	One of the nobles has a daughter who has proved herself useful as a mediator between the patricians and the common plebeians. You could hire her as one of your advisors on these matters. However, there are those in the Senate who openly oppose her and would be happier if the woman stayed out of politics. What will you do?	Tribune's Daughter	rom_event_document.png	Rom_female_civil.png	true
female_leader_diplomat_barb	false	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_desert	false	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_east	false	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_east_root	true	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_greek	false	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_greek_root	true	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_rom	false	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	all_female_diplomat.png	true
female_leader_diplomat_rom_root	true	Our envoys have discovered a woman in a foreign village who seems to be blessed with the power of persuasion. We could hire her to assist in future negotiations with foreign nations. What say you?	Silver Tongue	rom_event_document.png	Rom_greek_female_matron.png	true
female_leader_fleet_barb	false	A woman is said to have  gained the favour of a sea-god - the locals believe her ship will never sink! We could give her command of our ships or ignore such blatant superstition. What should we do?	Chosen by the Sea	rom_event_document.png	barb_female_general.png	true
female_leader_fleet_desert	false	A woman is said to have  gained the favour of a sea-god - the locals believe her ship will never sink! We could give her command of our ships or ignore such blatant superstition. What should we do?	Chosen by the Sea	rom_event_document.png	desert_female_general_2.png	true
female_leader_fleet_egypt	false	A woman is said to have  gained the favour of a sea-god - the locals believe her ship will never sink! We could give her command of our ships or ignore such blatant superstition. What should we do?	Chosen by the Sea	rom_event_document.png	egypt_female_general.png	true
female_leader_scholar_barb	false	The unruly daughter of one of our esteemed warriors barges into the gathering hall. Disorderly she may be, but the girl has proved to be one of our brightest artisans, casting and forging tools and weapons to a very high standard. She claims she could revolutionise our crafting process if only her father would leave her alone to get on with the job. He, on the other hand, would prefer to see his wild daughter wield the blades herself. We could make her our master of crafts or honour the wish of her father. Which option appeals to you?	The Blacksmith	rom_event_document.png	barb_female_civil.png	true
female_leader_scholar_desert	false	A noble daughter appears before you with a plea. Her father, a very ambitious man, plans to send her as a concubine to one of his cousins. Humbly, the girl asks us to let her serve as one of our astronomers. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Astronomer	rom_event_document.png	all_female_diplomat.png	true
female_leader_scholar_east	false	A noble daughter appears before you with a plea. Her father, a very ambitious man, plans to send her as a concubine to one of his cousins. Humbly, the girl asks us to let her serve as one of our astronomers. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Astronomer	rom_event_document.png	east_female_civil.png	true
female_leader_scholar_east_root	true	A noble daughter appears before you with a plea. Her father, a very ambitious man, plans to send her as a concubine to one of his cousins. Humbly, the girl asks us to let her serve as one of our astronomers. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Astronomer	rom_event_document.png	east_female_civil.png	true
female_leader_scholar_greek	false	A noble daughter appears before you with a plea. Her mother, a very influential woman, insists on sending her to the temple of Athena, where she is to become a priestess... of weaving. Humbly, the girl asks us to let her serve on the city planning council. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Architect	rom_event_document.png	greek_female_civil.png	true
female_leader_scholar_greek_root	true	A noble daughter appears before you with a plea. Her mother, a very influential woman, insists on sending her to the temple of Athena, where she is to become a priestess... of weaving. Humbly, the girl asks us to let her serve on the city planning council. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Architect	rom_event_document.png	Rom_greek_female_matron.png	true
female_leader_scholar_rom	false	A noble daughter appears before you with a plea. Her mother, a very influential woman, insists on sending her to the temple of Athena, where she is to become a priestess... of weaving. Humbly, the girl asks us to let her serve on the city planning council. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Architect	rom_event_document.png	Rom_female_civil.png	true
female_leader_scholar_rom_root	true	A noble daughter appears before you with a plea. Her mother, a very influential woman, insists on sending her to the temple of Athena, where she is to become a priestess... of weaving. Humbly, the girl asks us to let her serve on the city planning council. From what we've heard, she is a great student of mathematics and her tutors are, indeed, very proud of her. Should we intervene?	The Architect	rom_event_document.png	Rom_female_civil.png	true
female_leader_trader_barb	false	A woman has displayed an uncanny talent for trade and has recently earned a fortune for her family. Rumour has it, she has discovered new sources of rare goods in distant lands. You could hire her to fill your coffers, or continue to rely on existing trade routes, which would no doubt please your neighbouring factions.	Master of Commerce	rom_event_document.png	barb_female_civil.png	true
female_leader_trader_desert	false	A woman has displayed an uncanny talent for trade and has recently earned a fortune for her family. Rumour has it, she has discovered new sources of rare goods in distant lands. You could hire her to fill your coffers, or continue to rely on existing trade routes, which would no doubt please your neighbouring factions.	Master of Commerce	rom_event_document.png	dk_exotic_market.png	true
female_leader_trader_desert_root	true	A woman has displayed an uncanny talent for trade and has recently earned a fortune for her family. Rumour has it, she has discovered new sources of rare goods in distant lands. You could hire her to fill your coffers, or continue to rely on existing trade routes, which would no doubt please your neighbouring factions.	Master of Commerce	rom_event_document.png	dk_exotic_market.png	true
female_leader_trader_east	false	A woman has displayed an uncanny talent for trade and has recently earned a fortune for her family. Rumour has it, she has discovered new sources of rare goods in distant lands. You could hire her to fill your coffers, or continue to rely on existing trade routes, which would no doubt please your neighbouring factions.	Master of Commerce	rom_event_document.png	east_female_civil.png	true
female_leader_trader_greek	false	A woman has displayed an uncanny talent for trade and has recently earned a fortune for her family. Rumour has it, she has discovered new sources of rare goods in distant lands. You could hire her to fill your coffers, or continue to rely on existing trade routes, which would no doubt please your neighbouring factions.	Master of Commerce	rom_event_document.png	Rom_greek_female_matron.png	true
female_leader_trader_rom	false	A woman has displayed an uncanny talent for trade and has recently earned a fortune for her family. Rumour has it, she has discovered new sources of rare goods in distant lands. You could hire her to fill your coffers, or continue to rely on existing trade routes, which would no doubt please your neighbouring factions.	Master of Commerce	rom_event_document.png	Rom_greek_female_matron.png	true
female_leader_warrior_barb	false	A fierce woman has proven herself to be a capable leader! Warriors, women and men alike, are all rallying behind her. We could give her command over the army - much to the dismay of the male war chiefs, no doubt. However, that would teach them some much-needed humility. How should we proceed?	The She-wolf	rom_event_document.png	barb_female_general.png	true
female_leader_warrior_barb_root	true	A fierce woman has proven herself to be a capable leader! Warriors, women and men alike, are all rallying behind her. We could give her command over the army - much to the dismay of the male war chiefs, no doubt. However, that would teach them some much-needed humility. How should we proceed?	The She-wolf	rom_event_document.png	barb_female_general.png	true
female_leader_warrior_desert	false	A fierce woman has proven herself to be a capable leader! Warriors, women and men alike, are all rallying behind her. We could give her command over the army - much to the dismay of the male war chiefs, no doubt. However, that would teach them some much-needed humility. How should we proceed?	The Lioness	rom_event_document.png	desert_female_general_2.png	true
female_leader_warrior_desert_root	true	A fierce woman has proven herself to be a capable leader! Warriors, women and men alike, are all rallying behind her. We could give her command over the army - much to the dismay of the male war chiefs, no doubt. However, that would teach them some much-needed humility. How should we proceed?	The Lioness	rom_event_document.png	desert_female_general_2.png	true
female_leader_warrior_egypt	false	A fierce woman has proven herself to be a capable leader! People say she has been chosen by Montu, the god of war, himself - to lead our armies into battle. We could give her command over the army - much to the dismay of the male generals. However, that would teach them some much-needed humility. How should we proceed?	First Spear of Montu	rom_event_document.png	egypt_female_general.png	false
gre_abundant_fish	true	The gods gift us an abundance of fish from the ocean. The fishermen rejoice, but what should be done with this bounty? 	Abundant Fish 	rom_event_document.png	greek_civ_up.png	false
gre_agrarian_agitator	true	An ambitious politician plans to cause mischief at your expense. He wishes you to deal with debts accrued by some local farmers and has a large amount of support from the people.  	Agrarian Agitator	rom_event_document.png	rom_generic.png	false
gre_blockade_bites	true	This settlement is blockaded due to a local struggle. The leading civic figures plead for aid, and help against their oppressors.   	The Blockade Bites 	rom_event_document.png	greek_blockaded.png	false
gre_border_dispute	true	Some merchants are in a trade dispute with our neighbours, slowing down the passage of trade goods and income. Something must be done to return commerce to the area, but just what is the best action to take? 	Border Dispute 	rom_event_document.png	greek_diplomacy.png	false
gre_corrupt_governor	true	The governor of this region is dipping his hand into too many jars, taking far too much from the local populace. 	Corrupt Governor   	rom_event_document.png	greek_politics.png	false
gre_hostile_dispute	true	The streets are alive with prattle at your expense. Your cousin has been involved in an aggressive argument in a public space. The street entertainers are already mocking you.	Hostile Dispute	rom_event_document.png	rom_generic.png	false
gre_hostile_governor	true	The local governor is hostile to your aims. He proclaims loudly to his peers and any who will listen that you know not what you do and he should be in charge of the Legions. 	Hostile Governor	rom_event_document.png	rom_generic.png	false
gre_looting	true	We hail from civilised lands; our soldiers are not barbarians! And yet, this so-called army show us to be worse than goat-herders! They loot and pillage across the countryside, something must be done! 	Looting	rom_event_document.png	agent_raid.png	false
gre_migrating_people	true	There is unrest in the world. Events beyond our borders have driven a great many people to migrate here, but the land can only sustain so many. 	Migrating Peoples 	rom_event_document.png	greek_settlement_lost.png	false
gre_noble_greed	true	The armies are on expedition, expanding the empire's borders. A few opportunist nobles are taking advantage, buying up large tranches of land, leaving none for the soldiers returning from campaign. 	Noble Greed 	rom_event_document.png	greek_politics.png	false
gre_on_the_edge	true	Far from the capital, local governors get rebellious ideas far above their stations; that they would make great kings or powerful warlords. It is the lure of independence…  	On the Edge 	rom_event_document.png	greek_diplomacy.png	false
gre_riots	true	Tax is necessary – it's a shame the public don't always agree. Hence the rioting in this region, but what should be done with the ungrateful rabble? 	Riots 	rom_event_document.png	rom_revolt.png	false
gre_secret_meetings	true	There are rumours abound that in the shadows and forgotten places your political rivals are meeting. Who knows what is being discussed in these secret conclaves? Let us hope it is not you... 	Secret Meetings	rom_event_document.png	rom_generic.png	false
gre_signs_against_us	true	The army is deep in foreign territory, but this is no conquest. They have seen many bad omens, making them anxious, but are the gods actually displeased?  	The Signs are Against Us 	rom_event_document.png	attrition_desert.png	false
gre_slavedriver	true	A local landowner has gained a dubious reputation by treating his slaves harshly to get the most out of them. Owners can use their slaves as they wish, but nothing good can come of continual mistreatment.  	Slavedriver  	rom_event_document.png	agent_rally_slaves.png	false
gre_temple_sacrilege	true	Some fool has been caught defacing the temple of Jupiter. Such matters should not be taken lightly.	Temple Sacrilege	rom_event_document.png	rom_generic.png	false
gre_useless_bureauracy	true	Politicians are an egotistical lot. Although elected to their positions, they exist nominally to serve the province. Instead, this lot like to debate, to hear themselves talk, and so nothing is getting done.	Useless Bureaucracy  	rom_event_document.png	greek_politics.png	false
gre_young_challenger	true	Politicians and the public have both become enamoured by a great young orator, he is obviously ambitious and is gaining the favour of the rabble. Although he has yet to disparage you, he hasn't supported your endeavours either.  	Young Challenger	rom_event_document.png	rom_generic.png	false
inv_colony_discovered_1	false	This land has thick forests and formations of limestone. Should we settle here or keep going?	New Land Discovered! 	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_2	false	This savage area seems to be home to beasts, the likes of which we've never seen. Should we settle here or keep going?	New Land Discovered! 	rom_event_document.png	inv_greek_migrants.png	true
inv_colony_discovered_3	false	We've discovered the ruins of an unfamiliar people. There's no sign of the inhabitants themselves, but some of their crafting techniques look truly peculiar. Should we settle here or keep going?	New Land Discovered! 	rom_event_document.png	inv_greek_migrants.png	true
